Title,Company,Address,Time,Requirements 
Customer Support Manager,Sary ,"6th of October, Giza, Egypt ",Full Time,Full TimeManager · 6 - 10 Yrs of Exp · Customer Service/Support · Customer Service · Customer Care · Communication · Management · Customer Support · Business Administration
Receptionist,Confidential ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · females_only · Administration · Customer Service/Support · Admin · receptionist · Front Office · Administration · Microsoft Office · Office Equipment · Computer Skills
Business Development Executive,Smart Vision ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 20 Yrs of Exp · Business Development · Marketing/PR/Advertising · Sales/Retail · Business Development · Business development executive · Sales · Development · business
Purchasing Specialist,Home of Hope ,"Mokattam, Cairo, Egypt ",Full Time,Full TimeExperienced · 5 - 8 Yrs of Exp · Purchasing/Procurement · Procurement · Supply · Purchasing · Supply Chain · Logistics · Negotiation · Communication · English
Procurement Manager,AMH Technology ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeManager · 15 - 20 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement · Construction · Communication · Logistics · Purchasing · Procurement · Supply Chain
Projects Manager,AMH Technology ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeManager · 20+ Yrs of Exp · Engineering - Construction/Civil/Architecture · Project/Program Management · Construction · Project · Project Management · Management · PMP · Projects · Budget Monitoring
PHP Full Stack Developer - Fresh Grad,Confidential ,"Sidi Bishr, Alexandria, Egypt ",Full Time,Full TimeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Software Development · Js · PHP Web Development · Web Development · PHP Development
Human Resources Generalist,Confidential ,"Obour City, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 2 Yrs of Exp · Human Resources · Human Resources (HR) · Recruitment · Microsoft Office · Social Insurance · Interviewing · Human Resources Generalist · HR Diploma · HR · Personnel
Junior Accountant opportunity,Copartners ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Accounting/Finance · Accounting · Finance · Commerce · Financial Statements · General Ledger · IFRS · CPA · CMA · Accounting Software
Visual Merchandiser,Confidential ,"Obour City, Cairo, Egypt ",Full Time,Full TimeExperienced · 3+ Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Design · Sales · Sales Skills · Retail · Operations · Campaigns · Inventory · Computer Skills
Application Support Engineer,Aman Holding ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Communication · Computer Science · Database · SQL · Information technology · Information Technology (IT)
Graphic Designer - Real Estate,Kandeel Group ,"Cairo, Egypt ",Full Time,Full TimeExperienced · 2+ Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Real Estate · Design · Graphic Design · Adobe Photoshop · Graphic · Photoshop · Illustrator
Sales Representative,VORTEXBD ,"Dokki, Giza, Egypt ",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · Marketing/PR/Advertising · Advertising · Sales representative · Sales · sales skills · Sales Target · Microsoft Office · Marketing · Communication skills · Communication
Senior Purchasing Specialist - Fresh Food / FMCG,Aman Holding ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 6 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement · Food · Logistics · Procurement · Negotiation · Supply Chain · Purchasing · FMCG
Medical Representative,Andalusia Group ,"Maadi, Cairo, Egypt ",Full Time,Full TimeEntry Level · 0 - 1 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Medical representative · Representative · sales skills · Sales · Medical · Sales Target · Communication Skills
Digital Marketing Specialist,MAM Electric ,"Obour City, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 2 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Communication · communications · Digital Marketing · Marketing · E-Marketing · Social Media · Digital · Digital campaigns
IT Manager,Aman Holding ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeManager · 10 - 15 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Computer Engineering · ERP · Information Technology (IT) · IT · Management · Project Management · Retail
Chief Financial Manager,Confidential ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeManager · 10+ Yrs of Exp · Accounting/Finance · Finance · Financial Management · Accounting · CFA · CPA · Economics · Financial Analysis · Microsoft Office · Computer Skills
Document Control Specialist,"LS ELECTRIC Co., Ltd. ","New Cairo, Cairo, Egypt ",Full Time,Full TimeExperienced · 5 - 10 Yrs of Exp · Administration · Document Control · excel · Management
HR Specialist,"LS ELECTRIC Co., Ltd. ","New Cairo, Cairo, Egypt ",Full Time,Full TimeExperienced · 5 - 10 Yrs of Exp · Administration · Human Resources · excel · English · HR · HR Specialist · Human Resources · Human Resources (HR) · Microsoft Office · Personnel
Human Resource Recruiter and Office Admin,WEmng ,"6th of October, Giza, Egypt ",Full Time,Full TimeEntry Level · 0 - 1 Yrs of Exp · Administration · Human Resources · Applicant Tracking Systems · Human Resources (HR) · Admin · HR · English · Microsoft Office · office · Personnel
HSE Manager,"LS ELECTRIC Co., Ltd. ","New Cairo, Cairo, Egypt ",Full Time,Full TimeManager · 10+ Yrs of Exp · males_preferred · Engineering - Construction/Civil/Architecture · Quality · Engineering - Mechanical/Electrical · Engineering · HSE · Safety
Raw Materials Export Manager,Confidential ,"Dkhaila, Alexandria, Egypt ",Full Time,Full TimeManager · 10 - 15 Yrs of Exp · males_only · Logistics/Supply Chain · Operations/Management · Manufacturing/Production · Logistics · Raw Materials · Chemicals · Supply Chain · Export
Senior Quality Control Engineer,Bonyan  ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeExperienced · 7 - 10 Yrs of Exp · males_only · Engineering - Construction/Civil/Architecture · Quality Control · Civil · Engineering · quality · Civil Engineering · Construction · Quality Assurance
Senior Information Security Officer - Cairo,Confidential ,"Cairo, Egypt ",Full Time,Full TimeExperienced · 10 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CISSP · CISM · Information Security · Information Technology (IT) · ISO · CEH
React Native Developer,Aiwa Group ,"6th of October, Giza, Egypt ",Full Time,Full TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · React Native · MySQL · JavaScript · Js · UX · UI · Software Development · React
Pricing & Discount Expert - Clothing,الااونا لتكنولوجيا المعلومات ,"Downtown, Kafr Alsheikh, Egypt ",Work From Home,Work From HomeManager · 2 - 15 Yrs of Exp · Accounting/Finance · Sales/Retail · Fashion · Pricing · Financial Analysis · Purchasing Management · Operations Management · clothing · Purchasing
Retail Sales Executive (Alex),Bingo Global ,"Sidi Bishr, Alexandria, Egypt ",Full Time,Full TimeEntry Level · 1 - 2 Yrs of Exp · Customer Service/Support · Sales/Retail · Retail · Sales · Sales Target · sales skills · English · Customer Service
Talent Acquisition Specialist,Bingo Global ,"New Nozha, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Human Resources · Recruitment · Recruiting · Acquisition · Interviewing · Talent acquisition · Human Resources (HR) · Applicant Tracking Systems
Telesales Agent,6 October Academy  ,"Haram, Giza, Egypt ",Full Time,Full TimeExperienced · 3+ Yrs of Exp · Customer Service/Support · Sales/Retail · Telesales · Sales · Customer Service · sales skills · Customer Support · Call Center
Sales Marketing Executive,Makkah For Industry Masa Pack ,"6th of October, Giza, Egypt ",Full Time,Full TimeFreelance / ProjectExperienced · 1 - 3 Yrs of Exp · Marketing/PR/Advertising · Sales/Retail · English · Travel · sales skills · Communication · Marketing · Experience
Purchasing Coordinator,Ocean Shipping Services ,"Ras Albar, Damietta, Egypt ",Full Time,Full TimeExperienced · 2+ Yrs of Exp · Logistics/Supply Chain · Communication · Logistics · Computer Skills · Microsoft Office · Purchasing · Procurement · Supply Chain · Management
Accountant Odoo,Metta Tech ,"Cairo, Egypt ",Full Time,Full TimeWork From HomeEntry Level · 1 - 3 Yrs of Exp · Accounting/Finance · ERP · Accounting · Odoo · Odoo ERP · Finance · Financial Analysis · Customer Service
Sales Manager - Steel Fabrication Experience is a MUST,Gazala Steel Fabrication GSF ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeManager · 10 - 15 Yrs of Exp · Operations/Management · Sales/Retail · Sales Manager · Sales · Steel Industry · Steel · Engineering · Engineer · sales skills · Communication
Electrical Technical Office Engineer,Power Solutions ,"6th of October, Giza, Egypt ",Full Time,Full TimeExperienced · 3+ Yrs of Exp · Creative/Design/Art · Engineering - Mechanical/Electrical · Electrical Engineering · Engineering · AutoCAD · Electrical Power · Grounding Systems · Technical Office · Lighting · 2D Drawing
PHP / WordPress Developer,Medicascope ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Front end developer · Computer Science · PHP · HTML · CSS · JavaScript · JSON · RESTful
UI UX Designer,Medicascope ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Medical/Healthcare · Web Development · UI/UX · Design · UI Design
Accountant,DMV,"Katameya, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Accounting/Finance · Banking · Accounting · Finance · Financial Analysis · Communication · Communication skills · English · Financial Management · Arabic
Interior Designer,moullak ,"Katameya, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art · Architecture · AutoCAD · Interior Design · Sketchup · 3d max · Lighting
Academic Coordinator,Pyramakerz Technologies ,"Alexandria, Egypt ",Full Time,Full TimeExperienced · 5+ Yrs of Exp · Education/Teaching · Coordinator · Academic · Education · English · Management · Microsoft Office · School · Teaching · Administration
Sales Representative,AeroSky training and consulting ,"New Nozha, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · females_only · Sales/Retail · Sales · Sales Skills · Sales Target · Marketing · Customer Service · Customer Care · Customer Support · Telecommunication · English
Senior Property Consultant,El Batal Co. ,"Sheraton, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Sales/Retail · Property Consultant · Commercial Sales · Indoor Sales · Sales Planning · Sales · Sales Skills · Real Estate · Consultancy · Sales Target
Sales Project Manager - English Speaking,Confidential ,"Alexandria, Egypt ",Full Time,Full TimeWork From HomeManager · 2 - 7 Yrs of Exp · Sales/Retail · English · Sales · Customer · Sales Target · Experience · Internet · Project Management · Customer Service · Sales Skills
Sales Project Manager / English Speaking,Confidential ,"Cairo, Egypt ",Full Time,Full TimeWork From HomeManager · 2 - 7 Yrs of Exp · Sales/Retail · English · Sales · Customer · Internet · Project Management · Experience · Customer Service · Sales Target · Sales Skills
Sales Person (porto group),porto group ,"New Cairo, Cairo, Egypt ",Part Time,Part TimeEntry Level · 0 - 2 Yrs of Exp · Sales/Retail · Customer Service · Sales · sales skills · Sales Target · Communication skills · Communication · English
Ruby ON Rails Developer,Carzami ,"Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Ruby · Ruby on Rails · Rails · Software Development · PostgreSQL
SEO Specialist to work remotely,24 Task ,"Cairo, Egypt ",Full Time,Full TimeWork From HomeExperienced · 2 - 5 Yrs of Exp · Marketing/PR/Advertising · Communication · Communication skills · SEO · Support Specialist · Helpdesk support
English Instructors,Confidential ,"Giza, Giza, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Education/Teaching · English · Instructor · Teaching · Training · Education · junior
HR Manager,YONI Furniture ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeManager · 3+ Yrs of Exp · Human Resources · Human Resources (HR) · Personnel Management · Performance Management · Training · Labor Office · Recruitment · Planning · Promotions · Personnel
